Pred,Resid,LOC,YEAR,Line
196.24462890625,-2.890625000873115e-05,INLB,2005,C1.89.32
204.18040466308594,-4.6630859458218765e-06,NEST,2007,C1.459.29
210.53659057617188,9.423828117860467e-06,NEST,2007,C1.459.112
237.08547973632812,-7.973632813218501e-05,WIJA,2006,C1.337.171
239.67758178710938,-8.178710936590505e-05,ILLA,2006,C1.316.114
146.2676544189453,-5.44189453250965e-05,IAHO,2003,C1.200.14
160.75506591796875,-6.591796875454747e-05,IAAT,2002,C1.49.18
141.35784912109375,-4.9121093752546585e-05,ILLA,2005,C1.75.102
118.1760482788086,-4.8278808591817324e-05,IAWI,2002,C1.151.180
190.4336700439453,-7.004394529985802e-05,INEL,2006,C1.326.210
193.64187622070312,-7.622070313573204e-05,OHDE,2003,C1.32.153
262.664794921875,-9.492187501791705e-05,OHGR,2004,C1.281.179
190.48170471191406,-4.711914073141088e-06,ONTA,2006,C1.314.139
204.64422607421875,-2.607421873790372e-05,ILBE,2005,C1.360.22
197.92138671875,-8.671874999777174e-05,ILMN,2003,C1.38.144
196.73602294921875,-2.2949218760004442e-05,MNMA,2002,C1.174.129
176.18783569335938,-3.569335936504103e-05,MNWA,2007,C1.495.169
188.86602783203125,-2.7832031236130206e-05,IASA,2006,C1.333.222
214.88951110839844,-1.110839843931899e-05,NEAT,2005,C1.99.34
219.74908447265625,-8.447265625477485e-05,MNOW,2002,C1.60.10
157.29803466796875,-3.466796874818101e-05,INVI,2003,C1.219.133
210.14512634277344,-2.634277342394853e-05,OHAR,2007,C1.459.107
204.7672119140625,-1.1914062497453415e-05,ILST,2004,C1.259.157
190.3486785888672,-7.85888671828161e-05,INWI,2006,C1.322.79
167.46412658691406,-2.6586914060544586e-05,MOMI,2003,C1.218.149
175.0652313232422,-3.1323242183134425e-05,IAGG,2007,C1.489.54
152.00924682617188,-4.682617188223048e-05,NEGO,2004,C1.258.173
229.48147583007812,-7.583007811717835e-05,NELN,2004,C1.246.234
207.440185546875,-8.554687499895408e-05,ILLA,2007,C1.499.91
197.5197296142578,-2.961425781222715e-05,IANL,2004,C1.276.146
147.28045654296875,-5.654296876400622e-05,ILWA,2006,C1.358.105
176.0293731689453,-7.316894530617901e-05,IAPR,2003,C1.176.337
213.5339813232422,-8.132324219900511e-05,IAWS,2003,C1.229.167
264.4638977050781,-9.770507813300355e-05,ILPA,2003,C1.228.49
170.02667236328125,-7.236328124804459e-05,WIMN,2005,C1.100.173
231.5135040283203,-4.028320319093837e-06,NECO,2004,C1.237.295
151.12802124023438,-2.1240234389097168e-05,ILBE,2002,C1.10.103
205.89508056640625,-8.056640623976818e-05,INWR,2004,C1.257.87
212.68568420410156,-8.420410156873004e-05,INBU,2005,C1.112.11
102.30291748046875,-1.748046875604814e-05,SDHU,2007,C1.455.21
210.95440673828125,-6.738281257412382e-06,MNLA,2005,C1.99.2
205.2310791015625,-7.910156250545697e-05,GAWI,2001,C1.2.94
128.84002685546875,-2.6855468746589395e-05,IANH,2003,C1.26.114
212.0930938720703,6.127929680133093e-06,INFB,2006,C1.375.8
193.18563842773438,-3.842773438123004e-05,INRL,2004,C1.261.138
218.81358337402344,-8.337402343272515e-05,ILOB,2004,C1.233.118
214.66098022460938,-8.022460937695541e-05,NEHA,2004,C1.252.64
190.75672912597656,-2.9125976567456746e-05,MISC,2007,C1.492.132
229.76087951660156,-7.951660157345941e-05,NEST,2006,C1.330.117
95.83999633789062,3.662109378410605e-06,NCMO,2002,C1.17.47
234.60348510742188,-8.510742188150289e-05,NEOV,2006,C1.309.88
141.0679473876953,-4.738769530376885e-05,MISH,2006,C1.314.94
170.65036010742188,-6.01074218877784e-05,IAWA,2006,C1.326.201
193.37806701660156,-6.701660157659717e-05,ILMN,2001,C1.123.314
237.21408081054688,1.9189453126955414e-05,ILIN,2007,C1.496.149
220.42507934570312,-7.934570311363132e-05,NEST,2005,C1.71.33
231.24899291992188,-9.29199218830945e-05,TNUC,2003,C1.190.200
163.17947387695312,-7.387695313809672e-05,IAWA,2006,C1.326.199
252.16468811035156,-8.811035155531499e-05,WIJA,2006,C1.337.29
164.13902282714844,-2.2827148427495558e-05,IAGE,2003,C1.203.105
184.38720703125,-0.0001070312499962256,NCBV,2004,C1.301.146
219.7240753173828,-7.531738282295919e-05,INFL,2001,C1.169.171
238.2244873046875,1.269531250613909e-05,IABP,2004,C1.244.175
203.18075561523438,-5.561523437336291e-05,INWN,2007,C1.495.224
172.13803100585938,-3.1005859369770405e-05,IAGG,2005,C1.82.114
222.49168395996094,1.6040039071185674e-05,OHGT,2007,C1.463.123
183.5811309814453,-3.0981445320321654e-05,ARPI,2005,C1.68.66
222.1372833251953,1.6674804697913714e-05,IAJE,2004,C1.266.45
213.15658569335938,-8.569335938091172e-05,KYHO,2004,C1.115.1090
242.7833251953125,-2.5195312503001333e-05,ILNH,2003,C1.184.23
231.07061767578125,-1.7675781236903276e-05,MOMR,2004,C1.242.173
231.5460968017578,-9.68017578202307e-05,NECL,2004,C1.266.206
227.1268310546875,-3.105468749708962e-05,MNOW,2005,C1.65.35
152.4989013671875,-1.3671875080945028e-06,ILOR,2006,C1.312.128
216.79664611816406,-4.611816405031277e-05,MNOW,2006,C1.306.157
214.90603637695312,-3.6376953119088284e-05,ILCP,2005,C1.95.65
183.62916564941406,-6.564941406850267e-05,IAWA,2006,C1.326.180
183.76171875,-1.875000000950422e-05,ILGI,2006,C1.328.101
146.66424560546875,-4.5605468756093615e-05,GASS,2006,C1.320.147
225.4490966796875,-9.667968748772182e-05,WIGA,2001,C1.144.44
193.19143676757812,-3.6767578137641976e-05,MNMO,2003,C1.35.209
166.52700805664062,-8.056640638187673e-06,MNOW,2001,C1.173.120
219.42538452148438,-8.452148438209406e-05,ILCC,2007,C1.495.80
260.39959716796875,2.8320312708274287e-06,IANL,2007,C1.454.15
209.7165069580078,-6.958007816137979e-06,IAGE,2007,C1.500.50
144.89605712890625,-5.712890626341505e-05,GAWI,2001,C1.2.66
144.09951782226562,-1.782226561886091e-05,ILBM,2007,C1.470.86
249.75543212890625,-3.212890624126885e-05,ILOR,2004,C1.259.24
170.16200256347656,-2.5634765563609108e-06,MNGL,2001,C1.146.193
199.6558074951172,-7.495117188227596e-06,IABP,2004,C1.245.203
266.91815185546875,-5.185546876873559e-05,KSJO,2004,C1.244.320
142.08154296875,-4.296874999454303e-05,MNCO,2003,C1.212.190
141.2500457763672,-4.57763671875e-05,MOFG,2005,C1.102.139
203.9110870361328,-8.703613281113576e-05,ILHO,2001,C1.130.308
210.2040252685547,-2.5268554679769295e-05,IAMD,2004,C1.290.380
171.509033203125,-3.3203125013869794e-05,KSPL,2002,C1.54.130
166.056396484375,3.5156249964529707e-06,ILIN,2005,C1.103.111
175.48342895507812,-2.895507813605036e-05,MIVI,2005,C1.85.113
127.23353576660156,-3.576660155601985e-05,ILBR,2005,C1.87.79
219.99600219726562,-2.1972656156776793e-06,MOBU,2001,C1.175.199
121.65872192382812,-2.1923828128933565e-05,GAMY,2003,C1.21.24
202.8623809814453,-8.098144530777063e-05,IAWA,2004,C1.241.26
235.47268676757812,-8.676757812509095e-05,MNGL,2005,C1.371.180
202.73802185058594,-2.1850585937954747e-05,KSPL,2002,C1.54.231
246.61708068847656,-8.068847657227707e-05,ARPI,2001,C1.5.12
158.28240966796875,-9.667968754456524e-06,ILCP,2006,C1.305.40
210.59579467773438,5.3222656219986675e-06,DESE,2005,C1.105.163
220.39022827148438,-2.827148438200311e-05,WINL,2004,C1.270.120
227.4313201904297,-2.0190429694366685e-05,ILWA,2004,C1.287.125
208.39427185058594,-7.185058592540372e-05,WIMA,2003,C1.212.76
246.63677978515625,2.0214843743815436e-05,INRU,2004,C1.264.48
137.66143798828125,-3.7988281263778845e-05,IAWI,2003,C1.199.140
153.7150421142578,-4.2114257809089395e-05,SDEP,2001,C1.117.59
189.70407104492188,-7.10449218672693e-05,MNOW,2002,C1.9.252
175.32086181640625,-6.181640625868567e-05,OHPT,2003,C1.36.143
177.34866333007812,-6.33300781203161e-05,TNUC,2004,C1.302.112
167.8740692138672,-6.921386719227485e-05,MNBU,2002,C1.44.876
219.59970092773438,-9.277343622215994e-07,MDGA,2006,C1.351.188
196.72402954101562,-2.954101563545919e-05,MNOL,2002,C1.156.98
206.4237823486328,-8.234863281586513e-05,NEDA,2006,C1.357.96
217.6153106689453,-1.0668945321867795e-05,NEAT,2005,C1.99.123
174.11813354492188,-3.3544921876682565e-05,NCFA,2004,C1.295.35
162.07667541503906,-7.54150390491759e-05,INBO,2003,C1.28.29
203.42677307128906,-7.307128905154059e-05,NEPP,2007,C1.463.127
189.5020294189453,-2.9418945302950306e-05,ILGO,2001,C1.128.75
210.4890899658203,-8.99658203081799e-05,ILMN,2002,C1.8.156
190.92657470703125,-7.47070312456799e-05,MNOW,2003,C1.194.24
206.4220733642578,-7.336425781545586e-05,IAWA,2007,C1.463.148
152.16004943847656,-4.9438476565910605e-05,SDEP,2002,C1.46.210
178.73150634765625,-6.34765623885869e-06,INWI,2004,C1.258.143
77.01612091064453,-2.0910644536797918e-05,NCPA,2003,C1.23.6
204.48007202148438,-7.202148438523182e-05,IABI,2004,C1.281.79
227.8611297607422,-2.9760742194184786e-05,WINL,2004,C1.270.136
193.64027404785156,-7.404785156950311e-05,WIMA,2003,C1.193.106
172.53807067871094,-7.067871092658606e-05,INEL,2002,C1.56.302
166.53150939941406,-9.399414068411716e-06,OHUC,2004,C1.291.15
225.52001953125,-1.9531249989768185e-05,INPO,2002,C1.119.57
223.98118591308594,-8.591308593963731e-05,ILPA,2003,C1.192.145
202.21144104003906,-4.104003906491016e-05,MNBI,2002,C1.19.264
161.30642700195312,-2.700195312854703e-05,INCC,2005,C1.103.60
177.08901977539062,-1.9775390626364242e-05,NDBA,2001,C1.155.134
232.4521942138672,-9.421386718599933e-05,ILLA,2007,C1.499.116
226.87271118164062,-1.1181640616086952e-05,TXDA,2004,C1.238.186
193.59812927246094,-2.927246094941438e-05,IAGG,2007,C1.465.92
193.1310272216797,-2.7221679687272626e-05,ILBE,2005,C1.370.181
223.9703369140625,-3.69140624911779e-05,IAMD,2004,C1.243.144
152.89462280273438,-2.2802734378046807e-05,GAMY,2004,C1.301.88
165.65805053710938,-5.05371093879603e-05,MNCO,2003,C1.212.218
234.83740234375,-0.00010234375000095497,ILOB,2004,C1.233.124
234.4498291015625,-2.9101562489586286e-05,WILE,2004,C1.263.33
223.169921875,-2.18749999874035e-05,IAWO,2007,C1.475.18
178.54808044433594,-8.044433593568101e-05,ILHO,2002,C1.8.69
132.90725708007812,-5.7080078136095835e-05,MDGA,2003,C1.220.169
198.4090118408203,-1.1840820320685452e-05,NEAL,2005,C1.95.101
192.88552856445312,-2.856445311749667e-05,ILBE,2003,C1.220.128
151.87203979492188,-3.979492186090283e-05,KSHL,2001,C1.3.47
193.2194366455078,-3.664550780513309e-05,OHGE,2005,C1.104.197
234.26348876953125,-8.876953125991349e-05,SDEP,2004,C1.286.170
162.427734375,-3.437500001268745e-05,SDWR,2007,C1.455.2
160.76731872558594,-1.872558593163376e-05,MNDE,2004,C1.262.64
217.7303924560547,-9.245605468777285e-05,NEDA,2003,C1.24.15
207.08297729492188,-7.729492187991127e-05,NECL,2004,C1.240.97
133.11807250976562,-7.250976563000222e-05,IAHA,2001,C1.152.33
201.53399658203125,3.4179687418145477e-06,OHUC,2004,C1.291.40
170.05975341796875,-5.341796875768523e-05,MOMR,2006,C1.347.43
189.09072875976562,-2.8759765626773515e-05,OHPI,2004,C1.271.17
250.08712768554688,-2.768554688259428e-05,KSGC,2005,C1.105.36
142.76963806152344,-3.806152344054681e-05,IAWL,2003,C1.177.57
189.1119842529297,1.5747070307270405e-05,MNGL,2001,C1.146.217
202.646240234375,-4.0234375006775736e-05,ARPI,2004,C1.302.169
217.51611328125,-1.3281250005547918e-05,INFL,2005,C1.370.143
259.8297119140625,-0.00011191406247235136,NEKE,2004,C1.237.51
208.4927978515625,2.148437488358468e-06,NEST,2007,C1.470.31
179.10977172851562,-7.172851562131655e-05,MDGA,2004,C1.245.176
223.45928955078125,-8.955078124017746e-05,IAHC,2006,C1.309.145
215.92222595214844,-2.5952148433816546e-05,INHA,2005,C1.105.186
173.71302795410156,-2.795410156863909e-05,NEHM,2001,C1.175.66
169.6325225830078,-2.258300781932121e-05,INFR,2005,C1.97.129
219.3481903076172,9.692382803905275e-06,INLE,2004,C1.290.282
211.6190643310547,-6.433105468772737e-05,NEBY,2004,C1.115.1158
193.71302795410156,-2.795410156863909e-05,NEBY,2001,C1.4.160
192.12310791015625,-7.910156256230039e-06,IAWA,2005,C1.370.39
197.05548095703125,-8.095703125832188e-05,IAHC,2006,C1.309.126
223.2303924560547,-9.245605468777285e-05,ILTH,2005,C1.108.122
206.5192413330078,-4.133300780040372e-05,KSSU,2003,C1.199.137
195.30072021484375,-2.0214843743815436e-05,IABI,2006,C1.303.216
196.92138671875,1.3281250005547918e-05,ILBM,2007,C1.480.46
207.09068298339844,-8.298339844259317e-05,IAAN,2005,C1.93.178
210.0872344970703,-3.4497070316774625e-05,IABR,2004,C1.252.137
219.7470703125,-7.031249998590283e-05,INFL,2001,C1.169.179
166.4170684814453,3.151855469241127e-05,MISC,2003,C1.197.195
255.93734741210938,-4.741210938163931e-05,KSJO,2004,C1.245.267
238.4090118408203,-1.1840820320685452e-05,MNOW,2005,C1.363.42
183.52467346191406,-7.346191407009428e-05,ILPP,2006,C1.307.20
178.90757751464844,-7.751464843863687e-05,NCSA,2006,C1.346.141
215.298095703125,-9.570312499818101e-05,INEL,2001,C1.129.184
217.29904174804688,-4.1748046868406163e-05,WIPL,2004,C1.248.55
210.00006103515625,-6.103515625e-05,INWH,2002,C1.47.119
210.5898895263672,1.047363281259095e-05,WIGL,2004,C1.249.110
223.23997497558594,2.5024414071594947e-05,IABP,2002,C1.45.113
244.2988739013672,-7.390136718754547e-05,NEAL,2006,C1.340.84
159.842529296875,-2.929687499886313e-05,NEAU,2006,C1.351.99
180.07113647460938,-3.647460937372671e-05,MNBU,2006,C1.338.14
187.82720947265625,-9.472656245179678e-06,ONTA,2006,C1.314.172
184.4197235107422,-2.351074218154281e-05,LEIA,2005,C1.73.104
206.12008666992188,-8.666992187045253e-05,IAPA,2001,C1.172.82
193.7040252685547,-2.5268554679769295e-05,WILE,2004,C1.263.188
193.5545654296875,-6.542968750977707e-05,ILBM,2004,C1.252.42
242.48680114746094,-1.1474609493689059e-06,ILSO,2003,C1.190.22
192.74107360839844,-7.36083984236302e-05,ILCI,2005,C1.77.148
195.5833740234375,-7.402343749163265e-05,MSRF,2007,C1.488.185
175.38302612304688,-2.6123046865222932e-05,MNBI,2002,C1.40.166
161.31204223632812,-4.223632811317657e-05,GACL,2004,C1.115.1112
192.81283569335938,-3.569335936504103e-05,IAWE,2004,C1.266.27
142.1320343017578,-3.430175780749778e-05,ILTH,2002,C1.56.233
219.06777954101562,-7.954101562290816e-05,IAPR,2005,C1.99.64
216.73175048828125,-5.048828126064109e-05,IAHC,2007,C1.454.180
207.62818908691406,-8.908691407327751e-05,ILMN,2003,C1.227.43
189.36917114257812,-7.114257812190772e-05,IABI,2004,C1.276.215
202.8160858154297,-8.581542968499889e-05,INNE,2002,C1.10.6
176.85606384277344,-6.384277344295697e-05,NEPL,2001,C1.4.166
215.26861572265625,-1.5722656257821654e-05,KYST,2007,C1.482.187
208.34402465820312,-2.4658203130911716e-05,ILAB,2005,C1.101.217
198.88504028320312,-4.028320313409495e-05,IAPA,2002,C1.44.849
174.8347625732422,-6.257324218950089e-05,MNVC,2005,C1.372.133
200.58721923828125,-1.9238281254274625e-05,KSGC,2003,C1.20.127
174.23724365234375,-4.365234374859028e-05,INLB,2005,C1.108.70
177.43801879882812,-1.879882813682343e-05,ILOR,2006,C1.312.104
242.00921630859375,-1.6308593757230483e-05,MOHA,2006,C1.329.162
227.49256896972656,-6.896972655567879e-05,NEPO,2007,C1.454.118
193.3390350341797,-3.503417968886424e-05,IADA,2002,C1.45.74
246.89830017089844,-1.708984314063855e-07,NEHM,2003,C1.176.236
150.35345458984375,-5.458984375650289e-05,KYMA,2006,C1.339.86
197.3276824951172,-8.249511719782276e-05,ARPI,2003,C1.23.79
132.41705322265625,-5.3222656248408384e-05,IAHC,2001,C1.172.30
196.77099609375,3.906249986584953e-06,ILPP,2002,C1.10.176
128.48675537109375,-5.537109373676685e-05,SCSN,2006,C1.346.163
146.30624389648438,-4.389648438518634e-05,NEAI,2005,C1.89.152
166.6734161376953,-1.6137695325824097e-05,ILRI,2006,C1.349.34
169.54002380371094,-2.380371094545808e-05,IAPN,2003,C1.186.81
187.17202758789062,-2.7587890627955858e-05,IAWA,2002,C1.43.31
148.04306030273438,-6.030273436863354e-05,IAHA,2001,C1.150.83
191.54510498046875,-4.9804687591858965e-06,MNWA,2006,C1.310.54
201.16908264160156,-8.264160155135869e-05,ILMN,2001,C1.169.33
193.1990203857422,-2.038574217522182e-05,IAPN,2007,C1.452.165
172.300537109375,-3.710937500045475e-05,MNOW,2006,C1.306.10
229.18028259277344,-8.259277342403948e-05,INWN,2006,C1.313.25
116.48553466796875,-3.466796874818101e-05,NEAI,2005,C1.93.137
85.44606018066406,-6.018066406454636e-05,IAAT,2001,C1.130.493
246.44760131835938,-0.00010131835938409495,MDLI,2004,C1.243.213
213.62548828125,-8.828124998672138e-05,DESE,2003,C1.32.95
206.67950439453125,-4.394531259777068e-06,IAGE,2007,C1.500.152
195.82904052734375,-4.0527343742269295e-05,ILTO,2001,C1.129.51
164.9632110595703,-1.1059570311999778e-05,INOX,2004,C1.239.16
142.35655212402344,-5.212402342635869e-05,MISH,2006,C1.314.186
218.67987060546875,-7.06054687498181e-05,INEL,2006,C1.304.47
233.127685546875,-8.554687499895408e-05,OHPT,2005,C1.61.231
207.2447052001953,-5.2001953179114935e-06,MIBL,2003,C1.193.67
163.0877227783203,-2.2778320300176347e-05,IABR,2003,C1.185.159
164.2880401611328,-4.0161132801586064e-05,IAOT,2002,C1.151.233
243.42129516601562,-9.51660156260914e-05,NEOX,2004,C1.242.41
218.39700317382812,-3.1738281336401997e-06,NEAT,2005,C1.99.74
71.7702407836914,-4.078369140358973e-05,MOKI,2003,C1.214.141
205.88929748535156,2.5146484290416993e-06,MNBU,2005,C1.84.57
237.71249389648438,6.103515630684342e-06,NEPO,2005,C1.69.153
210.80593872070312,-3.87207031167236e-05,MNMO,2003,C1.35.57
143.99005126953125,-5.126953124090505e-05,MNEL,2001,C1.147.9
154.78775024414062,-5.024414062404503e-05,INWL,2006,C1.333.158
238.20428466796875,-8.466796876405169e-05,NELN,2004,C1.285.32
212.05804443359375,-4.443359375727596e-05,TNUC,2001,C1.5.126
128.08233642578125,-3.6425781246407496e-05,MOFG,2005,C1.106.66
215.8911895751953,-8.957519531804792e-05,MNGL,2005,C1.371.104
128.36477661132812,-7.661132812586402e-05,KYBG,2006,C1.348.147
161.50917053222656,-7.053222657305014e-05,IAHO,2003,C1.199.61
222.1209716796875,-7.167968749399733e-05,OHPC,2006,C1.317.130
152.1959991455078,8.544921854536369e-07,IASP,2002,C1.51.152
177.5192108154297,-1.081542967540372e-05,SDHA,2006,C1.340.114
219.76528930664062,1.0693359371316546e-05,INVI,2004,C1.268.25
206.17294311523438,-4.3115234376500666e-05,NEWC,2003,C1.201.35
170.81405639648438,-5.6396484382048584e-05,IASL,2001,C1.150.194
210.2858123779297,-1.237792969277507e-05,OHPT,2006,C1.326.185
189.55633544921875,-3.5449218756866685e-05,IAWO,2007,C1.454.33
197.15802001953125,-2.00195312629603e-05,MNEL,2002,C1.11.48
156.94943237304688,-3.237304687786491e-05,GACA,2005,C1.102.161
207.36297607421875,2.3925781249545253e-05,IABP,2002,C1.45.46
162.06275939941406,-5.939941405586069e-05,MNOW,2003,C1.205.44
171.47271728515625,-1.7285156246771294e-05,MIVI,2005,C1.85.83
218.19798278808594,-8.278808593331632e-05,IAHL,2004,C1.275.104
204.3650360107422,-3.601074217840505e-05,IABR,2004,C1.279.33
201.7598876953125,-8.769531248731255e-05,ILPP,2006,C1.339.49
148.50003051757812,-3.0517578125e-05,INWR,2001,C1.123.195
135.56015014648438,-5.014648436940661e-05,NEAI,2005,C1.93.145
191.90011596679688,-1.5966796865996002e-05,ILSO,2006,C1.307.169
182.6121368408203,-3.684082031440994e-05,INPO,2006,C1.344.101
241.99942016601562,-2.0166015616496225e-05,NEYO,2004,C1.251.209
199.83639526367188,4.736328122589839e-06,ILIN,2007,C1.474.196
175.42466735839844,-6.735839843940994e-05,ILRS,2004,C1.294.108
225.5629425048828,-4.250488279922138e-05,IAGE,2005,C1.87.17
183.00009155273438,-9.1552734375e-05,OHPI,2003,C1.188.226
150.04922485351562,-2.4853515611766852e-05,MOMR,2005,C1.69.73
161.51702880859375,-2.8808593754092726e-05,IAPA,2002,C1.44.936
174.8650665283203,-6.652832030340505e-05,ILWA,2001,C1.172.118
171.13186645507812,-6.645507812663709e-05,IAHO,2003,C1.199.155
191.5513916015625,-9.160156250231921e-05,ILMZ,2005,C1.106.198
204.93710327148438,-3.2714843882786226e-06,ILBM,2007,C1.470.159
186.7819366455078,-3.664550780513309e-05,IASA,2003,C1.206.147
212.6751708984375,-7.089843751373337e-05,INRU,2005,C1.103.69
181.51316833496094,-6.833496092895075e-05,TNUC,2004,C1.302.182
111.60499572753906,4.272460941479039e-06,MIIT,2006,C1.315.152
148.4430389404297,-3.8940429675449195e-05,INWR,2001,C1.123.245
202.72999572753906,4.272460927268185e-06,ILRS,2001,C1.129.152
198.7841796875,-7.96875000048658e-05,ILBM,2003,C1.230.121
198.4530029296875,-2.9296874970441422e-06,OHPT,2001,C1.128.297
161.1897430419922,-4.3041992199732704e-05,MNCS,2004,C1.262.23
183.61082458496094,-2.4584960925722044e-05,IAJE,2004,C1.255.22
232.59158325195312,-8.325195312863798e-05,KYST,2004,C1.300.138
213.72308349609375,-8.349609373681233e-05,WIPL,2002,C1.11.156
194.05836486816406,-6.486816405981699e-05,IASA,2007,C1.490.176
236.85269165039062,8.349609373681233e-06,IACN,2004,C1.278.18
193.82347106933594,-7.106933594513976e-05,ILBR,2006,C1.316.117
210.23487854003906,-7.854003905549689e-05,NECL,2004,C1.240.88
209.2106170654297,-1.7065429688045697e-05,GACL,2004,C1.293.183
212.0565948486328,5.151367190592282e-06,IAGG,2005,C1.83.145
197.0130615234375,-6.15234374947704e-05,ILBM,2006,C1.330.169
234.26226806640625,-6.806640624290594e-05,NEPO,2007,C1.474.67
211.836669921875,-6.992187499577085e-05,NEKE,2004,C1.279.131
175.21900939941406,-9.399414068411716e-06,GALE,2002,C1.13.4250
221.5853729248047,-7.292480469800466e-05,IARI,2005,C1.76.162
150.63233947753906,-3.947753907596052e-05,MIFA,2004,C1.249.87
211.43804931640625,-4.931640626182343e-05,NEHR,2001,C1.148.399
181.38914489746094,-4.48974609241759e-05,WIPO,2004,C1.298.214
118.3868637084961,-6.370849609993456e-05,IAPE,2003,C1.210.122
193.4910430908203,-4.3090820298630206e-05,MDGA,2002,C1.7.131
200.74899291992188,7.080078120225153e-06,MNWA,2004,C1.297.195
166.7675018310547,-1.8310546749944479e-06,SDEP,2003,C1.180.23
191.41078186035156,-8.186035157109472e-05,NEDA,2006,C1.357.71
230.577880859375,-8.085937500368345e-05,TNUC,2006,C1.319.70
152.517333984375,-3.398437499413376e-05,MNBI,2007,C1.462.72
201.26148986816406,-8.986816405354148e-05,SDEP,2005,C1.101.182
236.41354370117188,-4.3701171875909495e-05,ILFC,2007,C1.480.129
182.6258087158203,-8.715820314364464e-06,ILIN,2005,C1.90.117
231.00009155273438,-9.1552734375e-05,IAHO,2002,C1.53.239
199.3062286376953,-2.863769532268634e-05,MDQE,2005,C1.96.70
208.2460479736328,-4.797363280317768e-05,ILCP,2007,C1.455.20
158.7130126953125,-1.269531250613909e-05,OHDE,2002,C1.7.187
209.0940704345703,-7.043457031841172e-05,ILMN,2002,C1.45.67
178.61732482910156,-2.48291015623181e-05,ILMI,2007,C1.451.55
209.751220703125,-2.070312498858584e-05,NEAL,2005,C1.73.159
199.6770782470703,-7.824707032000333e-05,GACL,2001,C1.2.111
154.9525604248047,-6.042480470114242e-05,INNE,2005,C1.108.102
231.1322784423828,-7.844238280085847e-05,NELN,2004,C1.285.48
227.4167938232422,-9.382324219586735e-05,MNGL,2005,C1.371.173
184.70103454589844,-3.4545898444093837e-05,OHGR,2003,C1.194.181
160.45574951171875,-4.951171874267857e-05,ILBP,2004,C1.244.325
255.82461547851562,-1.5478515621225597e-05,MOMR,2004,C1.233.102
97.71601104736328,-1.1047363287275402e-05,NCMO,2002,C1.16.76
91.13306427001953,-6.427001953568379e-05,ARMA,2004,C1.301.198
121.40255737304688,-5.7373046871589395e-05,MNBU,2003,C1.37.7
225.864990234375,-9.023437499422471e-05,WIGL,2006,C1.314.195
213.02850341796875,-3.4179687418145477e-06,NECO,2004,C1.237.133
152.8964385986328,-3.8598632812636424e-05,MOTH,2007,C1.497.139
229.93417358398438,-7.358398437418145e-05,WIMA,2004,C1.247.78
142.77850341796875,-3.4179687418145477e-06,MNBE,2003,C1.35.128
201.30267333984375,-7.33398437375854e-05,WIMA,2003,C1.212.161
246.70848083496094,-8.083496092581299e-05,NEAL,2006,C1.340.275
211.80027770996094,-7.770996094791371e-05,INAD,2006,C1.308.167
202.01727294921875,-7.294921874745341e-05,IAPN,2004,C1.264.80
169.1726837158203,-8.371582032395963e-05,GAMY,2005,C1.102.19
193.0310821533203,-8.215332030658828e-05,NDBA,2007,C1.492.104
131.0020294189453,-2.9418945302950306e-05,NEDC,2001,C1.4.265
268.4896240234375,-2.4023437504183676e-05,ILBR,2007,C1.471.94
222.75558471679688,-8.47167968629492e-05,MNWA,2005,C1.374.169
196.82791137695312,-1.1376953125363798e-05,NEAL,2005,C1.94.124
254.45680236816406,-0.00010236816405040372,ILOB,2004,C1.233.142
138.6338653564453,-6.53564453045874e-05,INLB,2006,C1.377.103
149.13890075683594,-7.568359308152139e-07,OHPC,2005,C1.111.97
188.35205078125,-5.078124999613465e-05,INEL,2001,C1.123.331
219.93238830566406,-8.830566406459184e-05,KYMA,2004,C1.300.146
198.9219970703125,2.9296874970441422e-06,NEST,2007,C1.500.184
188.27749633789062,3.662109378410605e-06,MNDA,2004,C1.249.185
100.4157943725586,5.627441410638312e-06,SDHU,2007,C1.455.191
171.6060333251953,-3.332519531795697e-05,OHGE,2003,C1.192.82
210.9905242919922,-2.4291992190228484e-05,ILMR,2007,C1.497.139
204.1890869140625,-8.691406250704858e-05,ILHO,2001,C1.130.534
87.53515625,-5.625000000009095e-05,MNCF,2003,C1.181.84
165.23831176757812,-1.176757811549578e-05,IAOT,2005,C1.80.99
255.00006103515625,-6.103515625e-05,IAWL,2002,C1.48.90
195.31976318359375,-6.318359373835847e-05,ILFT,2007,C1.490.241
121.01715850830078,-5.850830078202307e-05,INNE,2005,C1.368.174
201.48487854003906,-7.854003905549689e-05,COOV,2004,C1.298.87
171.00003051757812,-3.0517578125e-05,MNCF,2002,C1.50.142
150.0480194091797,-1.940917968568101e-05,NEDA,2001,C1.1.75
191.356689453125,-8.945312501396074e-05,MOHU,2004,C1.244.298
204.26808166503906,-8.166503906181788e-05,SDPL,2002,C1.46.11
188.9490509033203,-5.090332030022182e-05,NEST,2005,C1.369.12
247.5985870361328,-8.703613281113576e-05,IAHO,2005,C1.363.4
179.00003051757812,-3.0517578125e-05,MNOL,2002,C1.156.85
203.87208557128906,-8.557128904840283e-05,ILPP,2004,C1.244.43
229.16358947753906,1.0522460939910161e-05,ILBE,2007,C1.481.123
219.75808715820312,-8.715820311522293e-05,ILPO,2003,C1.186.9
228.90199279785156,7.202148424312327e-06,IADA,2004,C1.263.18
